price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,month,season,renovated
13.190022025878143,3,1.0,3000.0,1.5,0,0.0,4,8,1090.0,0.0,1929,98117,47.6889,-122.375,1570.0,5080.0,11,fall,not_renovated
12.683858415217964,4,2.75,6659.0,1.0,0,0.0,3,7,1280.0,780.0,1981,98058,47.4276,-122.157,2020.0,8720.0,0,winter,not_renovated
13.453104939316557,3,2.5,3060.0,1.5,0,0.0,3,8,1510.0,790.0,1930,98115,47.6827,-122.31,1590.0,3264.0,6,spring,renovated
13.217673557208654,4,1.0,34848.0,1.0,0,0.0,1,5,930.0,730.0,1933,98052,47.6621,-122.132,2160.0,11467.0,5,spring,not_renovated
13.369223455335854,4,2.0,6000.0,2.0,0,0.0,4,8,2360.0,0.0,1904,98107,47.6702,-122.362,1730.0,4700.0,0,winter,not_renovated
12.388394202324129,4,1.0,8075.0,1.0,0,0.0,2,7,890.0,330.0,1969,98001,47.3341,-122.282,1290.0,7800.0,2,winter,not_renovated
13.312983737012978,4,2.5,7553.0,2.0,0,0.0,3,8,2620.0,0.0,1996,98056,47.5301,-122.18,2620.0,11884.0,6,spring,not_renovated
13.345506928718539,4,2.5,5520.0,2.0,0,0.0,3,9,2570.0,0.0,2000,98074,47.6145,-122.027,2470.0,5669.0,7,summer,not_renovated
13.560618308335483,4,2.25,24186.0,1.0,0,0.0,3,8,2600.0,1620.0,1984,98166,47.445,-122.347,2410.0,30617.0,8,summer,not_renovated
13.666998948650464,5,2.75,5639.0,2.0,0,0.0,3,9,3595.0,0.0,2014,98053,47.6848,-122.016,3625.0,5639.0,7,summer,not_renovated
13.437174117244362,3,1.0,2280.0,2.0,0,0.0,3,7,1570.0,0.0,1922,98119,47.6413,-122.364,1580.0,2640.0,10,fall,not_renovated
12.641096555879882,3,1.0,9656.0,1.0,0,0.0,4,6,920.0,360.0,1959,98058,47.4485,-122.175,1340.0,8808.0,7,summer,not_renovated
13.098070684835283,3,2.5,13603.0,2.0,0,0.0,3,8,3160.0,0.0,2003,98019,47.7443,-121.977,3050.0,9232.0,7,summer,not_renovated
12.257193425037888,3,1.0,8528.0,1.0,0,0.0,3,6,990.0,0.0,1966,98023,47.3066,-122.371,1228.0,8840.0,3,winter,not_renovated
13.573438996764546,4,2.5,13416.0,2.0,0,0.0,4,9,2290.0,0.0,1981,98007,47.6194,-122.151,2680.0,13685.0,7,summer,not_renovated
13.017002861746503,3,1.75,5963.0,1.0,0,0.0,4,7,1250.0,0.0,1953,98115,47.6796,-122.301,970.0,5100.0,4,spring,not_renovated
14.115615150414612,3,2.5,65005.0,1.0,1,2.0,5,9,2165.0,588.0,1953,98070,47.4041,-122.451,2680.0,72513.0,3,winter,not_renovated
12.337100907936577,3,1.0,9199.0,1.0,0,0.0,3,7,1190.0,0.0,1955,98148,47.4258,-122.322,1190.0,9364.0,9,summer,not_renovated
12.751299696013497,5,2.5,9134.0,1.0,0,0.0,4,8,1640.0,1510.0,1966,98056,47.4934,-122.189,1990.0,9133.0,2,winter,not_renovated
13.304684934198283,3,1.75,4080.0,1.0,0,0.0,4,7,1000.0,410.0,1950,98117,47.6808,-122.384,1410.0,4080.0,0,winter,not_renovated
13.279367126213993,2,1.75,8550.0,1.0,0,0.0,3,7,990.0,990.0,1981,98117,47.6989,-122.369,1480.0,6738.0,2,winter,not_renovated
13.732128949025222,5,2.25,6000.0,1.5,0,0.0,3,8,2130.0,600.0,1927,98105,47.6571,-122.281,2730.0,6000.0,3,winter,not_renovated
13.693342923990066,4,2.5,5000.0,2.0,0,0.0,3,9,2830.0,0.0,1995,98105,47.6597,-122.29,1950.0,5000.0,5,spring,not_renovated
12.58621994565405,4,2.5,4495.0,2.0,0,0.0,3,7,2250.0,0.0,2008,98042,47.3663,-122.114,2250.0,4500.0,8,summer,not_renovated
12.614865543731012,3,2.5,4750.0,2.0,0,0.0,3,8,2420.0,0.0,2003,98042,47.3663,-122.122,2690.0,4750.0,4,spring,not_renovated
13.765269341527528,5,3.25,14342.0,2.0,0,4.0,4,8,3250.0,0.0,1968,98008,47.588,-122.116,2960.0,11044.0,8,summer,not_renovated
12.971540487669746,4,3.0,9976.0,2.0,0,0.0,3,8,1850.0,0.0,1991,98059,47.5059,-122.149,2270.0,8542.0,2,winter,not_renovated
13.38472764187182,3,2.25,21235.0,1.0,0,3.0,4,8,1590.0,560.0,1959,98166,47.4336,-122.339,2570.0,18900.0,0,winter,not_renovated
12.57418196709457,3,1.75,8400.0,1.0,0,0.0,3,7,1260.0,0.0,1954,98148,47.4366,-122.335,1290.0,8750.0,8,summer,not_renovated
13.132313708257497,3,1.75,8690.0,2.0,0,0.0,5,8,2519.0,0.0,1973,98166,47.4428,-122.344,2500.0,9500.0,10,fall,not_renovated
13.215853720491667,3,1.75,1044.0,3.0,0,0.0,3,8,1540.0,0.0,2014,98115,47.6765,-122.32,1580.0,3090.0,0,winter,not_renovated
12.959844447906553,3,2.25,6000.0,1.0,0,0.0,3,7,1110.0,550.0,1979,98122,47.6113,-122.297,1440.0,4080.0,6,spring,not_renovated
12.668626720622465,3,2.75,3809.0,1.5,0,0.0,5,7,1770.0,1000.0,1925,98144,47.5747,-122.304,1440.0,4000.0,11,fall,not_renovated
13.790192749979985,4,2.5,11049.0,2.0,0,0.0,3,10,2720.0,0.0,1989,98004,47.5815,-122.192,2750.0,11049.0,9,summer,not_renovated
12.567237494741757,4,2.5,4648.0,2.0,0,0.0,3,7,2240.0,0.0,2005,98001,47.3378,-122.257,2221.0,4557.0,10,fall,not_renovated
12.225875272826354,3,1.0,12070.0,1.0,0,0.0,4,7,1000.0,0.0,1968,98042,47.3621,-122.11,1010.0,12635.0,8,summer,not_renovated
14.100689500197937,5,2.25,20158.0,1.0,0,0.0,3,8,1600.0,1600.0,1965,98004,47.6303,-122.215,3390.0,20158.0,6,spring,not_renovated
13.854731271117556,5,3.25,50094.0,1.0,0,0.0,4,11,3070.0,1700.0,1973,98005,47.6525,-122.16,3530.0,38917.0,9,summer,not_renovated
12.691580461311874,3,2.0,5612.0,1.0,0,0.0,4,7,1260.0,0.0,1972,98034,47.7362,-122.179,1640.0,4745.0,1,winter,not_renovated
13.255144488638146,4,2.0,7807.0,1.5,0,0.0,5,7,2250.0,500.0,1916,98125,47.7168,-122.287,1510.0,7807.0,6,spring,not_renovated
12.793859310432293,4,2.5,5000.0,2.0,0,0.0,3,8,2380.0,0.0,2005,98038,47.3608,-122.036,2420.0,5000.0,7,summer,not_renovated
12.762827201184564,3,1.75,50529.0,1.0,0,0.0,5,7,1090.0,700.0,1965,98042,47.3511,-122.073,1940.0,50529.0,3,winter,not_renovated
13.632188500836737,4,4.0,35102.0,2.0,0,0.0,4,10,2390.0,1040.0,1986,98075,47.5822,-121.987,3240.0,35020.0,11,fall,not_renovated
12.84792653170257,4,1.75,7300.0,1.0,0,0.0,3,7,880.0,880.0,1956,98008,47.6034,-122.125,1680.0,7500.0,10,fall,not_renovated
13.081541382884074,3,1.0,5060.0,1.0,0,0.0,3,7,1040.0,0.0,1941,98116,47.5636,-122.394,890.0,5060.0,4,spring,not_renovated
12.92391243868049,3,1.0,5060.0,1.0,0,0.0,4,7,910.0,500.0,1956,98133,47.7073,-122.34,1130.0,5693.0,6,spring,not_renovated
13.487006490992238,4,2.5,39683.0,2.0,0,0.0,3,10,3450.0,0.0,2002,98010,47.342,-122.025,3350.0,39750.0,3,winter,not_renovated
12.873902018105829,3,2.5,5100.0,2.0,0,0.0,3,8,2350.0,0.0,2003,98038,47.3512,-122.008,2350.0,5363.0,0,winter,not_renovated
12.793859310432293,4,2.5,5889.0,2.0,0,0.0,3,7,1900.0,0.0,1992,98038,47.349,-122.031,1870.0,6405.0,0,winter,not_renovated
12.779873068457553,2,1.0,6720.0,1.0,0,0.0,3,7,1010.0,1010.0,1948,98118,47.5474,-122.291,1720.0,6720.0,10,fall,not_renovated
12.782686009834167,3,1.5,8712.0,1.0,0,0.0,3,8,1680.0,0.0,1964,98059,47.4811,-122.149,1850.0,8797.0,1,winter,not_renovated
12.66032791780777,3,1.0,6634.0,1.0,0,0.0,3,6,960.0,0.0,1952,98125,47.7264,-122.31,1570.0,7203.0,6,spring,not_renovated
13.753635154246187,3,1.5,3600.0,2.0,0,0.0,3,9,1900.0,240.0,1925,98119,47.6337,-122.365,2020.0,4800.0,11,fall,not_renovated
12.628067055589549,5,2.25,8400.0,1.5,0,0.0,5,7,2660.0,0.0,1961,98092,47.2909,-122.189,1590.0,8165.0,11,fall,not_renovated
13.041153321978786,3,3.25,6278.0,2.0,0,0.0,3,9,1980.0,790.0,2006,98056,47.5228,-122.199,1900.0,7349.0,6,spring,not_renovated
12.2783933071098,2,2.25,2040.0,2.0,0,0.0,4,7,1610.0,0.0,1979,98056,47.518,-122.194,1950.0,2025.0,5,spring,not_renovated
12.721885810807203,2,1.75,1066.0,2.0,0,0.0,3,7,765.0,265.0,2006,98136,47.5394,-122.387,1030.0,1106.0,9,summer,not_renovated
12.402872221504781,4,2.5,7403.0,2.0,0,0.0,3,7,1980.0,0.0,1988,98023,47.2897,-122.372,1980.0,7510.0,5,spring,not_renovated
13.9108207377686,5,2.75,6353.0,2.0,0,0.0,4,10,3520.0,0.0,2001,98199,47.6506,-122.391,2520.0,6250.0,3,winter,not_renovated
11.938193200374572,3,1.0,10500.0,1.0,0,0.0,3,7,1200.0,0.0,1962,98023,47.322,-122.351,1350.0,10500.0,2,winter,not_renovated
12.971540487669746,3,1.5,5000.0,1.0,0,0.0,3,8,1290.0,290.0,1939,98117,47.687,-122.386,1570.0,4500.0,7,summer,not_renovated
13.458835614025542,3,1.5,5000.0,1.0,0,0.0,3,8,1290.0,290.0,1939,98117,47.687,-122.386,1570.0,4500.0,0,winter,not_renovated
13.715690222682063,4,2.5,10250.0,1.0,0,0.0,3,7,2390.0,910.0,1946,98040,47.5873,-122.249,1950.0,6045.0,9,summer,renovated
12.419165860990882,3,1.75,15681.0,1.0,0,0.0,3,7,1960.0,0.0,1967,98032,47.3576,-122.277,1750.0,15616.0,3,winter,not_renovated
12.201060103706629,4,1.5,6400.0,1.0,0,0.0,4,7,1160.0,0.0,1975,98023,47.3036,-122.378,1160.0,6400.0,9,summer,not_renovated
12.65714826489039,3,1.75,41800.0,1.0,0,0.0,5,7,1210.0,600.0,1980,98038,47.4109,-121.958,1650.0,135036.0,7,summer,not_renovated
12.988831984779805,3,2.5,36847.0,2.0,0,2.0,3,9,2320.0,0.0,1992,98045,47.4838,-121.714,2550.0,35065.0,5,spring,not_renovated
13.653967622617456,3,2.5,13241.0,1.5,0,0.0,5,9,1270.0,800.0,1910,98102,47.6415,-122.315,2200.0,4500.0,6,spring,not_renovated
13.226723392728571,3,2.0,3478.0,1.5,0,0.0,4,7,1440.0,540.0,1929,98117,47.6775,-122.372,1610.0,3478.0,10,fall,not_renovated
13.458764182902971,3,2.25,107593.0,2.0,0,0.0,4,8,2190.0,0.0,1983,98077,47.7731,-122.08,2570.0,47777.0,0,winter,not_renovated
13.901688254205327,3,2.5,8113.0,2.0,0,0.0,3,8,2920.0,0.0,1950,98004,47.5814,-122.196,2370.0,8113.0,10,fall,renovated
12.577636201962656,3,1.0,33919.0,1.0,0,0.0,3,7,1210.0,0.0,1954,98058,47.4375,-122.184,1640.0,14910.0,9,summer,not_renovated
12.834681304952548,3,2.5,10005.0,1.0,0,0.0,4,8,1460.0,880.0,1978,98058,47.4431,-122.133,2250.0,8162.0,4,spring,not_renovated
13.038981768465277,3,1.0,4005.0,1.5,0,0.0,4,7,1170.0,500.0,1939,98117,47.6878,-122.38,1240.0,4005.0,5,spring,not_renovated
12.146853285870202,2,1.75,2493.0,1.0,0,0.0,4,8,1240.0,0.0,1985,98198,47.3813,-122.322,1270.0,4966.0,7,summer,not_renovated
13.42984807715229,4,2.5,28037.0,2.0,0,0.0,4,10,3140.0,0.0,1991,98077,47.7304,-122.082,2990.0,35001.0,3,winter,not_renovated
13.060487973686241,5,1.75,12342.0,2.0,0,0.0,4,7,2030.0,0.0,1942,98052,47.6417,-122.109,2500.0,9433.0,8,summer,not_renovated
13.30092788532057,4,2.5,9624.0,2.0,0,0.0,3,8,2310.0,0.0,1984,98027,47.5386,-122.053,1940.0,9636.0,7,summer,not_renovated
13.253391639810733,3,1.75,3328.0,1.0,0,0.0,5,6,700.0,560.0,1905,98103,47.6823,-122.349,1380.0,3536.0,3,winter,not_renovated
12.515393893085436,3,1.75,12600.0,1.0,0,0.0,4,7,1160.0,0.0,1980,98038,47.3624,-122.031,1540.0,11656.0,9,summer,not_renovated
12.706696406811568,3,1.75,5969.0,1.0,0,2.0,3,7,1080.0,1000.0,1971,98108,47.5474,-122.295,2090.0,5500.0,11,fall,not_renovated
13.081541382884074,4,2.5,16171.0,2.0,0,0.0,3,9,2520.0,710.0,2001,98001,47.3183,-122.253,2640.0,8517.0,10,fall,not_renovated
13.51508091268999,3,3.5,6350.0,2.0,0,0.0,3,8,2780.0,0.0,1900,98117,47.6981,-122.368,1830.0,6350.0,11,fall,not_renovated
13.158695306651719,3,3.5,1102.0,3.0,0,0.0,3,8,1590.0,0.0,2010,98103,47.6824,-122.347,1620.0,3166.0,6,spring,not_renovated
12.232836282799388,2,1.0,6780.0,1.0,0,0.0,4,6,880.0,0.0,1945,98178,47.5009,-122.248,1190.0,6780.0,6,spring,not_renovated
12.054086288532291,4,2.0,9600.0,1.0,0,0.0,3,6,1570.0,0.0,1950,98168,47.4965,-122.303,1880.0,9000.0,1,winter,not_renovated
13.190022025878143,4,1.0,2982.0,1.5,0,0.0,4,7,1610.0,0.0,1925,98144,47.587,-122.294,1610.0,4040.0,5,spring,not_renovated
13.399995114002609,3,2.5,6474.0,1.0,0,2.0,3,8,1560.0,840.0,1964,98177,47.7728,-122.386,2340.0,10856.0,1,winter,not_renovated
12.877740794412995,3,2.0,9132.0,1.0,0,0.0,3,7,1450.0,0.0,1987,98034,47.7288,-122.226,1580.0,9104.0,11,fall,not_renovated
12.886641043883259,2,1.0,6000.0,1.0,0,0.0,3,6,770.0,0.0,1953,98117,47.6999,-122.364,1710.0,6000.0,4,spring,not_renovated
13.005829561148378,4,1.75,4400.0,1.5,0,0.0,5,7,1720.0,380.0,1924,98118,47.5299,-122.266,1850.0,4400.0,11,fall,not_renovated
13.554145793829866,3,2.25,10204.0,2.0,0,0.0,3,9,2910.0,0.0,1990,98052,47.6897,-122.098,2700.0,13992.0,6,spring,not_renovated
14.187074114396758,4,2.75,17789.0,1.5,0,0.0,3,8,1980.0,770.0,1914,98004,47.6141,-122.212,3060.0,11275.0,3,winter,renovated
13.005829561148378,3,2.25,8201.0,1.0,0,2.0,3,8,1620.0,480.0,1967,98178,47.5091,-122.244,2660.0,8712.0,7,summer,not_renovated
12.468436909997665,4,2.25,8811.0,1.0,0,0.0,3,8,1360.0,800.0,1978,98023,47.3129,-122.39,2090.0,8400.0,7,summer,not_renovated
13.620103761621664,5,3.5,4960.0,2.0,0,0.0,5,7,1720.0,600.0,1926,98103,47.6763,-122.352,1700.0,4960.0,6,spring,not_renovated
12.971540487669746,4,2.5,4310.0,2.0,0,0.0,3,7,2070.0,0.0,2004,98065,47.5319,-121.85,1970.0,3748.0,4,spring,not_renovated
12.26434155365415,3,1.75,7875.0,1.0,0,0.0,4,7,1060.0,0.0,1986,98092,47.2761,-122.152,1420.0,7680.0,1,winter,not_renovated
13.400752402944518,4,2.25,9603.0,1.0,0,0.0,3,8,1440.0,570.0,1986,98027,47.5343,-122.054,2060.0,9793.0,4,spring,not_renovated
13.572164299332545,3,3.5,111078.0,1.5,0,0.0,3,9,2460.0,1490.0,1989,98052,47.697,-122.072,2480.0,88500.0,6,spring,not_renovated
13.024190303426474,3,2.5,2287.0,2.0,0,0.0,3,8,1390.0,620.0,2014,98029,47.5517,-121.998,1690.0,1662.0,5,spring,not_renovated
13.422467969854667,4,3.5,2278.0,3.0,0,0.0,3,9,2140.0,0.0,2005,98107,47.6734,-122.38,1540.0,2285.0,1,winter,not_renovated
12.201060103706629,3,1.75,17390.0,1.0,0,0.0,4,7,1320.0,0.0,1956,98003,47.3257,-122.296,1550.0,19265.0,8,summer,not_renovated
12.301382825334498,4,1.75,7840.0,1.0,0,0.0,3,7,1010.0,1010.0,1968,98003,47.3309,-122.299,1750.0,8140.0,8,summer,not_renovated
13.021437458814368,4,2.25,10002.0,1.0,0,0.0,4,8,1340.0,1250.0,1968,98028,47.7689,-122.266,1550.0,10436.0,5,spring,not_renovated
12.854483932248728,2,1.0,4440.0,1.0,0,0.0,3,6,1190.0,0.0,1981,98125,47.7135,-122.287,1060.0,5715.0,7,summer,not_renovated
13.161487932088379,3,2.25,1249.0,3.0,0,0.0,3,8,1170.0,0.0,2014,98107,47.6722,-122.381,1350.0,1310.0,5,spring,not_renovated
13.407542319637992,2,1.0,3200.0,1.0,0,0.0,3,7,1110.0,0.0,1925,98119,47.6338,-122.358,1170.0,3600.0,6,spring,not_renovated
13.17628321939376,5,2.5,9375.0,1.0,0,0.0,4,8,1550.0,1270.0,1968,98006,47.5707,-122.128,2820.0,9375.0,7,summer,not_renovated
12.230765258120545,3,1.0,8579.0,1.0,0,0.0,4,7,1010.0,600.0,1962,98058,47.4563,-122.171,1610.0,8579.0,5,spring,not_renovated
12.948009990259552,3,1.0,8097.0,1.0,0,0.0,4,7,940.0,120.0,1923,98133,47.7144,-122.351,1560.0,7940.0,4,spring,not_renovated
13.122363377404328,4,2.25,8517.0,1.0,0,0.0,4,8,1380.0,650.0,1961,98006,47.5495,-122.174,2230.0,8824.0,2,winter,not_renovated
13.733758056092014,4,2.5,315374.0,2.0,0,0.0,4,9,3670.0,0.0,1994,98077,47.7421,-122.026,2840.0,87991.0,0,winter,not_renovated
13.698976741708323,4,1.0,4000.0,2.0,0,0.0,3,8,2370.0,180.0,1905,98109,47.6354,-122.353,2200.0,4000.0,6,spring,not_renovated
12.971540487669746,2,2.5,60984.0,2.0,0,0.0,3,7,2420.0,0.0,2007,98027,47.5262,-121.943,1940.0,193842.0,8,summer,not_renovated
12.460714863903755,5,2.0,12500.0,1.0,0,0.0,4,8,1130.0,1130.0,1960,98032,47.3887,-122.286,1360.0,18000.0,10,fall,not_renovated
13.144124869185841,3,1.0,3455.0,1.0,0,0.0,3,7,980.0,450.0,1947,98103,47.6873,-122.336,1450.0,4599.0,11,fall,not_renovated
13.184718266151094,3,2.0,3090.0,2.0,0,0.0,3,8,1360.0,0.0,1990,98103,47.6838,-122.353,1500.0,3090.0,8,summer,not_renovated
13.235692062711331,3,1.0,5000.0,1.5,0,0.0,3,7,1110.0,0.0,1947,98107,47.655,-122.359,1420.0,5000.0,4,spring,not_renovated
12.55302548257067,3,1.0,8200.0,1.0,0,0.0,4,7,1250.0,0.0,1954,98003,47.3255,-122.304,1680.0,8633.0,3,winter,not_renovated
12.765688433465597,1,1.0,5100.0,1.0,0,0.0,3,7,700.0,0.0,1942,98115,47.679,-122.3,1010.0,5100.0,5,spring,not_renovated
12.2783933071098,3,1.0,7669.0,1.0,0,0.0,4,7,1180.0,0.0,1967,98058,47.4479,-122.176,1190.0,7669.0,7,summer,not_renovated
13.38472764187182,5,3.5,25245.0,2.0,0,0.0,3,9,2500.0,1460.0,1996,98056,47.525,-122.172,2640.0,13675.0,11,fall,not_renovated
12.676076274775909,4,2.75,7500.0,1.0,0,0.0,3,8,1620.0,1020.0,1967,98023,47.3135,-122.369,1980.0,7875.0,8,summer,not_renovated
12.417143615610113,3,2.0,7198.0,1.5,0,0.0,3,7,1270.0,0.0,1916,98022,47.2086,-121.996,1160.0,7198.0,11,fall,renovated
12.676076274775909,4,1.75,11180.0,1.0,0,0.0,4,8,1760.0,0.0,1968,98059,47.4715,-122.118,1730.0,11180.0,10,fall,not_renovated
12.449018824140563,5,2.25,8632.0,1.0,0,0.0,3,7,1030.0,1030.0,1962,98146,47.4877,-122.335,1010.0,11680.0,5,spring,not_renovated
12.989974189358584,3,1.75,9660.0,1.0,0,0.0,3,7,1780.0,0.0,1962,98034,47.7171,-122.193,1200.0,9660.0,3,winter,not_renovated
13.710150042306449,3,2.5,16603.0,2.0,0,0.0,3,10,3400.0,0.0,2000,98075,47.6012,-122.023,3400.0,12601.0,3,winter,not_renovated
12.996800154428984,3,2.75,7280.0,1.0,0,0.0,3,7,1160.0,750.0,1979,98034,47.7319,-122.224,1710.0,8152.0,6,spring,not_renovated
12.948009990259552,3,2.0,38332.0,1.0,0,0.0,4,7,1010.0,1010.0,1975,98027,47.4582,-122.023,2110.0,36590.0,8,summer,not_renovated
12.821258284620408,3,1.75,7000.0,1.0,0,0.0,3,7,1180.0,400.0,1976,98034,47.7209,-122.168,1640.0,7500.0,0,winter,not_renovated
12.505992035646432,2,1.75,7250.0,1.0,0,0.0,5,5,700.0,640.0,1949,98198,47.408,-122.327,1830.0,9750.0,2,winter,not_renovated
13.601202855312463,4,2.5,4499.0,2.0,0,0.0,3,9,2680.0,0.0,1999,98006,47.565,-122.125,2920.0,4500.0,3,winter,not_renovated
13.389332408258568,3,2.5,9750.0,1.0,0,0.0,4,8,1610.0,1070.0,1979,98034,47.7028,-122.231,2480.0,8750.0,6,spring,not_renovated
12.82530414313995,3,2.0,8336.0,1.0,0,0.0,5,7,1370.0,0.0,1964,98133,47.7458,-122.331,1770.0,7288.0,6,spring,not_renovated
12.556729517143344,3,1.75,21000.0,1.0,0,0.0,3,7,1560.0,0.0,1954,98166,47.4776,-122.337,1070.0,7920.0,3,winter,not_renovated
12.513557345278134,3,1.75,7140.0,1.0,0,0.0,4,7,1670.0,490.0,1978,98023,47.3026,-122.374,1930.0,7350.0,1,winter,not_renovated
12.65395846952229,3,1.5,7912.0,1.5,0,0.0,3,7,1340.0,0.0,1955,98133,47.7658,-122.339,1480.0,7940.0,5,spring,not_renovated
13.729407858910863,4,2.5,35003.0,2.0,0,0.0,3,10,2570.0,1310.0,1984,98033,47.6477,-122.182,3740.0,35230.0,1,winter,not_renovated
13.419500608626866,4,2.25,8190.0,2.0,0,0.0,4,8,2590.0,0.0,1980,98006,47.5619,-122.125,2260.0,8335.0,9,summer,not_renovated
12.959844447906553,3,2.5,1100.0,2.0,0,0.0,3,8,820.0,300.0,2008,98122,47.6106,-122.31,1590.0,1795.0,2,winter,not_renovated
